Customer ID,Date,Time,First Name,Last Name,Gender,Gmail Address,Phone Number,Country,Address,Contact Later,Fruits,Apple,Banana,Orange,Grapes,Strawberry,Pineapple,Mango,Blueberry,Peach,Cherry,Total
268,"22 Aug, 2021",09:24:38,Donna,\Roberts,M,nathaniel69@example.org,154|8\8317516,Marshall Islands,"New Jersey, 64174 Kelly Vista, 30802",y,"Grapes,Peach,Blueberry,Cherry,Orange",1.4,2.6,1.4,1.6,2.4,2.5,1.3,2.1,1.7,1.7,8.5
269,"25 May, 2021",19:01:48,Sandra,_Martin,Female,williamsangela@example.com,39\7190188-49,Fiji,"Wyoming, , 69945",n,"Mango,Blueberry,Cherry",2.0,1.7,2.6,1.6,1.6,2.5,1.8,2.1,2.5,1.4,5.300000000000001
CusID- 270,"15 Oct, 2024",10:35:57,Andrew,|Parker,M,samanthamcgee@example.org,70687|154-074,Brunei Darussalam,"Nebraska, , 10509",N,Mango,2.0,1.7,2.5,2.7,2.4,2.5,1.9,1.8,1.9,2.3,1.9
271,"18 Sep, 2022",11:08:51,Mary,Jones,f,brownlisa@example.net,3261153-0|488,Libyan Arab Jamahiriya,"Wisconsin, , 84635",y,"Apple,Grapes",2.0,2.3,2.1,1.2,2.7,1.3,2.5,1.5,2.6,1.4,3.2
272,"20 Jul, 2021",20:20:02,Anthony,Smith,m,dlarson@example.com,611670--49139,Belarus,"North Dakota, 65822 Timothy Keys Apt. 739, ",yes,Mango,2.6,2.7,2.6,2.6,2.1,2.4,1.5,1.4,2.6,1.4,1.5
272,"20 Jul, 2021",20:20:02,Anthony,Smith,m,dlarson@example.com,611670--49139,Belarus,"North Dakota, 65822 Timothy Keys Apt. 739, ",yes,Mango,2.6,2.7,2.6,2.6,2.1,2.4,1.5,1.4,2.6,1.4,1.5
273,"09 Apr, 2022",02:00:45,Melissa,\Wright,F,davidmartin@example.net,55093|546\602,French Guiana,"Oregon, , 49879",Y,"Blueberry,Mango",2.1,2.6,2.6,2.1,1.4,1.2,2.1,1.9,1.8,2.5,4.0
274,"01 Oct, 2021",13:08:00,Sandra,\Hall,Female,alexanderlawrence@example.org,3|60058017\81,Pitcairn Islands,"Michigan, 3501 Brown Neck, 82860",no,"Cherry,Grapes,Mango",2.2,1.8,1.5,2.5,2.4,2.4,1.3,1.8,2.5,1.4,5.2
CusID- 275,"03 Aug, 2023",12:28:00,Dorothy,Wright,M,maryperry@example.org,5109672--0179,Sri Lanka,"Illinois, 864 Justin Throughway Apt. 609, 99746",no,"Strawberry,Apple,Blueberry,Grapes,Pineapple",1.5,2.6,1.8,2.3,1.3,2.2,1.3,1.7,2.1,1.9,9.0
CusID- 276,"01 May, 2021",11:47:12,Barbara,...White,Female,pjackson@example.net,81|17396|8191,Egypt,"Mississippi, , 26740",yes,"Grapes,Cherry,Pineapple",2.5,1.5,2.4,1.3,2.1,2.1,1.9,1.6,1.5,2.4,5.800000000000001
277,"26 Apr, 2021",19:32:58,Anthony,_Thompson,F,perrydenise@example.net,8374\6016|628,San Marino,"Alabama, 698 Sean Crossroad, ",y,"Apple,Strawberry",2.0,2.5,2.5,1.6,2.2,1.9,2.1,1.8,2.1,1.9,4.2
278,"17 Jan, 2023",06:17:12,Thomas,|Lee,f,maryray@example.org,3625020-80-31,Costa Rica,"Montana, 756 Young Springs Suite 794, ",no,"Banana,Orange,Pineapple,Grapes",1.8,2.1,1.8,2.0,1.4,1.4,2.6,1.5,2.0,2.2,7.300000000000001
278,"17 Jan, 2023",06:17:12,Thomas,|Lee,f,maryray@example.org,3625020-80-31,Costa Rica,"Montana, 756 Young Springs Suite 794, ",no,"Banana,Orange,Pineapple,Grapes",1.8,2.1,1.8,2.0,1.4,1.4,2.6,1.5,2.0,2.2,7.300000000000001
279,"01 Dec, 2021",19:41:11,Elizabeth,...Adams,F,donna71@example.org,6728|4100|004,Greenland,"New Mexico, , 58019",Y,"Apple,Blueberry,Peach,Mango,Pineapple",1.7,1.7,2.0,1.5,2.2,1.6,2.4,2.4,2.1,2.2,10.2
CusID- 280,"06 Jan, 2022",02:15:43,Jennifer,Wright,Male,mooreelizabeth@example.org,60921|3\53259,Norfolk Island,"Utah, 020 Elizabeth Field Apt. 299, 58561",n,"Pineapple,Banana,Grapes,Apple,Strawberry",2.4,2.4,1.8,2.6,1.6,2.2,1.9,2.7,2.7,1.9,11.2
281,"30 Apr, 2021",05:04:15,Jennifer,|Edwards,m,devin95@example.net,460|63337\901,Burkina Faso,"South Carolina, 0669 Scott Hills Suite 267, ",N,"Banana,Cherry,Mango,Blueberry,Pineapple",2.5,2.6,1.9,2.2,1.9,2.2,2.3,2.2,2.6,1.2,10.5
282,"08 May, 2022",16:24:01,Ashley,|Martinez,M,josephdavis@example.net,9548579--8654,Togo,"Kentucky, 94066 Jennifer Vista, 54434",n,"Apple,Grapes,Peach,Orange",2.1,2.5,1.8,1.3,2.4,1.3,1.5,1.7,1.8,1.6,7.0
CusID- 283,"25 Jan, 2023",17:30:58,Michael,Garcia,F,lisa68@example.org,002-95\598243,Monaco,"Indiana, , 40571",n,Mango,2.4,2.7,1.6,1.7,2.7,1.6,2.5,1.4,1.3,1.7,2.5
CusID- 284,"17 Feb, 2022",02:39:08,Donna,\Anderson,M,tammydorsey@example.org,7|277|5966170,Lao People's Democratic Republic,"Oklahoma, 58123 Brock Roads, ",Y,Apple,1.4,1.3,1.8,2.1,1.7,2.2,1.3,1.4,1.3,2.4,1.4
285,"11 Jan, 2021",10:54:52,Karen,Wright,Male,ctran@example.net,968945\1\8000,United Kingdom,"Virginia, 29972 Christopher Land Suite 068, ",N,"Blueberry,Mango,Strawberry",2.2,2.0,1.7,2.3,2.1,2.3,1.7,1.3,1.6,2.0,5.1
CusID- 286,"03 Mar, 2022",18:11:33,Richard,_Perez,F,ccoleman@example.org,123\\24610723,Mauritania,"Colorado, 63829 Gerald Rapid, 27143",y,"Blueberry,Strawberry,Peach,Orange",2.5,2.5,2.0,2.4,1.6,2.3,1.9,1.8,2.5,1.8,7.9
287,"13 Aug, 2023",13:10:13,David,\Moore,m,ibanks@example.net,8|939\9448337,Guernsey,"New Mexico, , 15998",N,"Blueberry,Strawberry,Apple",1.6,1.6,1.2,1.8,1.5,1.5,2.0,2.6,1.8,1.5,5.699999999999999
CusID- 288,"24 Feb, 2024",13:47:07,Robert,White,M,jmayo@example.com,8967\17\38877,Guadeloupe,"Rhode Island, 10541 Werner Drives, ",no,"Mango,Blueberry,Pineapple,Cherry,Peach",2.1,2.6,2.5,2.7,2.6,2.6,1.7,2.5,2.1,2.7,11.6
289,"15 Aug, 2023",00:07:26,Steven,Collins,Male,wolfjesse@example.org,890489-8-4321,Azerbaijan,"New Mexico, 552 Smith Mountain, 58088",Y,"Pineapple,Mango,Apple,Cherry",2.4,1.4,2.0,2.6,1.7,1.9,2.3,2.1,1.3,2.4,9.0
290,"29 Sep, 2023",15:27:29,Joshua,Lopez,Male,kimknight@example.net,3\5-765352880,Gambia,"Michigan, , ",Y,"Banana,Cherry,Apple",2.3,1.9,2.0,2.7,2.4,1.6,2.5,2.2,2.7,2.5,6.7
CusID- 291,"31 Mar, 2023",17:11:34,William,Nelson,Male,ybaker@example.net,9827\42774\89,Finland,"Montana, 6022 Erik Run, ",n,"Mango,Apple,Strawberry,Cherry",1.6,2.1,2.6,1.3,1.8,1.7,2.3,2.4,2.1,1.6,7.300000000000001
CusID- 292,"31 Oct, 2023",20:03:21,Donna,_Miller,Male,arroyomark@example.com,3915665|7|211,Philippines,"Arkansas, 177 Denise Lane, 50945",n,"Grapes,Apple,Peach",2.4,2.4,1.5,1.9,2.3,1.9,1.9,2.0,2.7,2.2,7.0
293,"08 Apr, 2024",18:40:33,Robert,...Jones,Male,timothy69@example.com,4|417\6600983,Switzerland,"Alabama, 2285 Butler Trace Suite 809, ",no,"Cherry,Grapes,Apple,Mango",1.4,1.5,1.6,1.6,1.5,2.1,2.6,2.2,2.6,1.3,6.9
CusID- 294,"16 Sep, 2023",19:11:43,Kimberly,Taylor,Female,erinklein@example.net,4-02|44118015,Ethiopia,"New Mexico, 6690 Mcdonald Knoll, ",N,"Strawberry,Orange,Apple,Banana",1.3,1.4,2.6,1.7,2.0,1.7,1.5,1.5,2.0,2.2,7.299999999999999
295,"13 Jul, 2024",15:25:58,Sandra,\Thompson,f,andersonjohn@example.org,4308\840|7453,Ukraine,"North Dakota, 61913 Mathews Port, 07747",y,"Apple,Orange,Mango,Pineapple,Blueberry",2.2,2.5,1.7,2.1,1.2,2.5,1.3,1.4,2.5,1.3,9.1
296,"16 Feb, 2024",13:53:10,Lisa,Martin,f,hudsoncassandra@example.net,47\96|2745435,Somalia,"Mississippi, 492 Tammy Road, ",Y,"Cherry,Orange,Peach,Mango",1.8,1.4,2.2,1.5,2.0,1.7,1.9,2.4,1.8,2.0,7.9
CusID- 297,"29 Sep, 2024",15:00:43,Kevin,Phillips,f,tuckerdouglas@example.com,1621|483-9898,Chile,"North Carolina, 5561 Kyle Via Suite 777, 55447",Y,Peach,2.3,2.7,2.3,2.2,1.7,2.6,1.5,1.7,1.4,2.3,1.4
298,"19 Feb, 2022",05:22:18,Emily,_Mitchell,M,fitzgeraldcindy@example.com,0408||0972499,Puerto Rico,"Arizona, , 06772",yes,Blueberry,1.8,2.5,1.4,1.6,2.6,1.3,1.6,2.4,2.3,2.6,2.4
CusID- 299,"27 Aug, 2024",10:36:26,Nancy,Parker,F,thomaslopez@example.org,65-060359\094,Mauritius,"Pennsylvania, 37352 Alvarado Corner Apt. 778, ",n,"Strawberry,Pineapple",2.4,2.2,1.9,1.5,1.6,2.2,2.4,2.1,1.9,1.7,3.8000000000000003
CusID- 299,"27 Aug, 2024",10:36:26,Nancy,Parker,F,thomaslopez@example.org,65-060359\094,Mauritius,"Pennsylvania, 37352 Alvarado Corner Apt. 778, ",n,"Strawberry,Pineapple",2.4,2.2,1.9,1.5,1.6,2.2,2.4,2.1,1.9,1.7,3.8000000000000003
CusID- 300,"10 Jun, 2024",14:08:35,Elizabeth,|Perez,m,nicholasshaw@example.org,104432559-\52,Uzbekistan,"New York, 53884 Michelle Locks Apt. 462, 20491",Y,"Grapes,Orange",1.4,1.6,1.7,2.1,1.5,2.6,1.4,1.5,1.6,2.3,3.8
301,"16 Jul, 2023",02:44:22,Amanda,|Evans,m,baileylisa@example.com,73|6719118\41,Aruba,"Kansas, 81523 Michael Ridge, 48086",n,"Cherry,Banana,Grapes,Strawberry,Pineapple",2.4,2.1,2.2,1.4,2.4,1.7,1.5,2.5,2.4,2.3,9.9
301,"16 Jul, 2023",02:44:22,Amanda,|Evans,m,baileylisa@example.com,73|6719118\41,Aruba,"Kansas, 81523 Michael Ridge, 48086",n,"Cherry,Banana,Grapes,Strawberry,Pineapple",2.4,2.1,2.2,1.4,2.4,1.7,1.5,2.5,2.4,2.3,9.9
CusID- 302,"14 Oct, 2024",20:04:11,Steven,\Phillips,Male,claudiagilbert@example.org,31669-2|70439,Norfolk Island,"Nebraska, , 78462",yes,Orange,1.7,1.7,1.8,1.6,2.2,1.6,1.5,2.2,2.4,1.4,1.8
CusID- 303,"12 Jul, 2022",15:34:04,Joseph,...Scott,F,brownluis@example.net,9\1797-350518,Finland,"Delaware, 1749 King Rapids Suite 658, ",n,"Strawberry,Blueberry,Mango,Peach",1.8,2.1,1.9,2.0,1.3,2.4,2.0,2.1,2.3,1.7,7.7
CusID- 304,"24 Jun, 2023",16:50:10,Joseph,|Adams,F,kristina84@example.org,66494\3|30452,Kenya,"Hawaii, 515 Fields Roads Apt. 192, ",y,"Grapes,Mango,Orange,Peach",1.7,2.1,1.4,1.8,1.9,1.2,2.5,2.4,2.0,2.7,7.699999999999999
CusID- 304,"24 Jun, 2023",16:50:10,Joseph,|Adams,F,kristina84@example.org,66494\3|30452,Kenya,"Hawaii, 515 Fields Roads Apt. 192, ",y,"Grapes,Mango,Orange,Peach",1.7,2.1,1.4,1.8,1.9,1.2,2.5,2.4,2.0,2.7,7.699999999999999
CusID- 305,"16 Nov, 2022",04:49:10,Paul,\Jackson,F,michaelwilliams@example.net,9-|5901731214,Seychelles,"Kentucky, 6589 Gail Cove Suite 159, 31089",Y,"Grapes,Cherry,Strawberry,Pineapple,Peach",2.7,2.2,1.7,1.5,2.3,2.2,2.1,2.7,2.4,1.7,10.1
CusID- 305,"16 Nov, 2022",04:49:10,Paul,\Jackson,F,michaelwilliams@example.net,9-|5901731214,Seychelles,"Kentucky, 6589 Gail Cove Suite 159, 31089",Y,"Grapes,Cherry,Strawberry,Pineapple,Peach",2.7,2.2,1.7,1.5,2.3,2.2,2.1,2.7,2.4,1.7,10.1
CusID- 306,"09 Mar, 2024",05:16:32,Donald,Baker,Female,fwheeler@example.net,15339\436-007,Botswana,"Connecticut, 3605 Scott Green Suite 586, ",Y,"Peach,Strawberry,Orange,Cherry,Grapes",2.7,1.9,2.2,1.4,1.9,1.5,2.0,2.5,1.6,2.5,9.6
307,"31 May, 2021",02:27:43,Emily,Allen,m,dwayne26@example.org,5740-\9614570,Palestinian Territory,"Colorado, 276 Jasmine Hill, ",n,"Orange,Peach,Strawberry,Banana,Grapes",2.1,1.4,2.3,1.3,2.7,1.8,2.0,1.4,2.6,1.4,10.3
308,"20 May, 2023",09:43:17,William,_Miller,Male,kirsten87@example.com,1901|63-53396,South Georgia and the South Sandwich Islands,"Nevada, 7852 Donald Parkway, ",N,Pineapple,1.5,2.4,1.9,2.3,2.4,2.3,1.3,1.8,2.5,2.0,2.3
309,"09 Jul, 2023",10:41:01,Carol,_Harris,f,martinezsarah@example.com,405-0467-9301,Greenland,"Maryland, 5292 Patrick Plain, 50498",n,"Apple,Mango,Grapes,Orange,Pineapple",1.7,1.6,1.2,1.6,1.4,1.3,2.6,2.6,1.6,2.0,8.4
CusID- 310,"25 Sep, 2023",18:41:53,William,...Baker,Male,hutchinsonjennifer@example.org,00|\638280705,Saint Pierre and Miquelon,"Nebraska, 34607 Thomas Plaza Suite 753, 76724",Y,"Apple,Cherry",2.3,2.5,1.8,1.6,1.3,2.4,1.3,1.9,1.6,1.3,3.5999999999999996
CusID- 311,"11 Dec, 2022",15:02:50,Elizabeth,Wilson,M,devincruz@example.com,398548\-02996,Svalbard & Jan Mayen Islands,"Minnesota, 09269 Sawyer Stravenue, 61905",N,"Banana,Orange",2.2,1.2,2.2,2.3,2.6,1.8,1.9,2.3,1.8,2.6,3.4000000000000004
CusID- 312,"31 Jan, 2023",08:23:09,Sarah,White,M,ppaul@example.net,5928520\4\078,Haiti,"Oregon, 56110 Johnson Springs, 59085",Y,"Blueberry,Peach,Pineapple,Cherry,Strawberry",1.6,2.6,1.5,2.6,2.2,2.2,1.9,1.3,1.8,2.6,10.100000000000001
CusID- 313,"29 Aug, 2024",22:02:50,Jessica,Mitchell,Female,melissa47@example.org,0-499140|1534,Bahrain,"Nevada, 629 Mark Rue Suite 865, ",N,"Peach,Mango,Apple",1.4,2.2,2.2,2.3,1.4,1.7,1.9,1.9,2.7,1.3,6.0
CusID- 314,"08 Aug, 2024",22:27:45,Barbara,_Rodriguez,Male,mathew36@example.com,175164960||16,Isle of Man,"Maine, , 34625",N,"Pineapple,Blueberry",1.6,2.3,2.3,2.3,1.7,2.4,1.6,2.2,2.6,2.0,4.6
CusID- 315,"23 Feb, 2021",07:51:39,Jessica,|Williams,F,michael31@example.com,557445004-\11,Singapore,"Florida, , 33082",n,"Apple,Mango",2.2,1.9,2.5,2.5,1.5,2.1,2.5,1.7,1.7,1.4,4.7
316,"02 Jul, 2022",17:45:00,Joseph,_Thomas,f,garrettmichele@example.com,72\-021944751,Isle of Man,"Louisiana, , 93239",yes,"Mango,Strawberry",1.6,1.4,2.1,1.9,1.4,2.6,2.0,1.5,1.2,2.6,3.4
317,"17 Nov, 2021",13:06:49,Thomas,_Green,M,sward@example.com,231|2313\1514,United States Minor Outlying Islands,"Montana, 2560 Kevin Stream, 14126",N,"Grapes,Banana",2.4,1.7,2.2,1.4,2.6,1.9,2.1,1.7,1.3,2.5,3.0999999999999996
CusID- 318,"07 Mar, 2021",13:37:38,Elizabeth,...Hernandez,Male,sheltonsusan@example.org,1-531051\0302,Colombia,"Vermont, 66030 Powell Mount, 85417",n,"Blueberry,Apple,Strawberry,Grapes",1.7,1.2,1.3,1.5,1.8,2.2,1.4,1.3,1.5,1.5,6.3
CusID- 319,"30 Mar, 2022",14:40:27,Jennifer,Scott,F,vramirez@example.org,7962|-4813060,Estonia,"Montana, 1582 Matthew Bypass Suite 981, 49439",n,"Blueberry,Mango,Apple",1.5,1.4,1.4,2.2,1.8,2.1,2.6,2.4,2.6,2.4,6.5
CusID- 320,"27 Feb, 2024",06:55:09,Edward,Allen,Female,spencer79@example.net,22870|00\5557,French Guiana,"Pennsylvania, , ",yes,Strawberry,1.9,2.5,2.1,1.5,2.5,2.7,2.1,2.0,2.2,2.0,2.5
321,"06 Aug, 2022",18:25:53,Margaret,Jones,F,alexanderhoffman@example.net,320|858-20942,Madagascar,"Nevada, 392 Melissa Pike Apt. 657, 57261",N,"Banana,Grapes,Strawberry",2.4,2.3,2.5,2.7,2.4,1.4,2.3,1.5,1.3,1.5,7.4
322,"18 Nov, 2024",05:55:40,Deborah,_Allen,Male,fostereric@example.org,38729-\057633,New Caledonia,"Oregon, 901 Garrett Mews, ",no,"Grapes,Orange,Banana",2.0,1.6,2.6,1.8,2.5,1.3,2.0,1.8,2.0,1.3,6.0
322,"18 Nov, 2024",05:55:40,Deborah,_Allen,Male,fostereric@example.org,38729-\057633,New Caledonia,"Oregon, 901 Garrett Mews, ",no,"Grapes,Orange,Banana",2.0,1.6,2.6,1.8,2.5,1.3,2.0,1.8,2.0,1.3,6.0
323,"21 May, 2021",22:44:45,Susan,Walker,Male,milleremily@example.org,272623\93-561,Svalbard & Jan Mayen Islands,"Massachusetts, 64175 Jones Shoals Suite 838, 88944",Y,Strawberry,1.6,1.3,2.5,2.1,2.7,2.1,1.2,2.4,1.8,2.2,2.7
CusID- 324,"19 Jul, 2024",07:07:57,Donald,\Carter,Female,vsweeney@example.org,46086\81\8184,Maldives,"Arizona, 234 Patterson Lights Apt. 866, ",no,"Grapes,Cherry,Peach",2.6,2.0,2.1,2.2,2.2,2.1,1.7,1.9,1.4,2.4,6.0
325,"10 Aug, 2021",17:43:43,Nancy,...Harris,F,belljohnathan@example.net,533\1-5611777,Turkmenistan,"Tennessee, 85156 Anderson Union, ",N,"Pineapple,Strawberry,Mango",2.7,1.6,2.6,1.5,2.6,1.9,1.7,1.7,1.6,2.4,6.2
326,"18 Jan, 2022",03:10:44,Robert,Edwards,M,scottteresa@example.org,5|133-2178238,Namibia,"Arkansas, 1794 Rodriguez Throughway Apt. 929, ",N,Strawberry,2.7,2.1,1.5,1.7,2.5,2.5,1.3,1.3,1.7,2.3,2.5
326,"18 Jan, 2022",03:10:44,Robert,Edwards,M,scottteresa@example.org,5|133-2178238,Namibia,"Arkansas, 1794 Rodriguez Throughway Apt. 929, ",N,Strawberry,2.7,2.1,1.5,1.7,2.5,2.5,1.3,1.3,1.7,2.3,2.5
327,"29 Oct, 2022",13:05:16,Thomas,|Baker,Female,aevans@example.com,589|09\328070,Belize,"Kansas, , 56059",N,"Peach,Banana,Grapes,Pineapple,Blueberry",2.7,2.4,2.4,2.4,2.6,2.7,2.5,1.3,1.9,1.6,10.7
CusID- 328,"01 Feb, 2023",03:05:39,Sarah,|Clark,F,deanlaurie@example.com,82175|1311-16,Belgium,"Kentucky, 81571 Jason Fall, 32481",N,Peach,1.9,1.2,1.3,1.2,1.8,2.4,1.9,2.5,1.8,2.6,1.8
CusID- 328,"01 Feb, 2023",03:05:39,Sarah,|Clark,F,deanlaurie@example.com,82175|1311-16,Belgium,"Kentucky, 81571 Jason Fall, 32481",N,Peach,1.9,1.2,1.3,1.2,1.8,2.4,1.9,2.5,1.8,2.6,1.8
CusID- 329,"25 Jan, 2021",07:05:51,Kevin,Hall,Male,nicolejimenez@example.com,959021|-36566,Australia,"Nevada, , 42184",y,"Mango,Pineapple,Apple",2.1,2.6,2.5,1.4,2.2,1.4,1.5,1.3,2.0,2.3,5.0
330,"12 Nov, 2022",19:15:42,Barbara,Martinez,Female,james68@example.com,050974\069\12,Malta,"Montana, 89249 Graham Lock, 79790",N,"Apple,Cherry,Grapes,Strawberry,Banana",2.4,2.7,1.5,2.6,1.7,1.4,1.3,2.6,1.6,2.5,11.899999999999999
CusID- 331,"02 Nov, 2024",09:04:42,Margaret,|Thomas,F,morristravis@example.com,80|\398848319,Azerbaijan,"Oklahoma, , 25429",N,"Apple,Peach,Orange",2.7,1.3,1.6,2.5,1.2,1.9,1.2,2.1,1.5,2.1,5.800000000000001
332,"05 Apr, 2022",21:46:02,Patricia,Thomas,M,skinnermikayla@example.net,4\083292-8222,Kazakhstan,"Colorado, , 61398",y,"Apple,Banana",1.7,1.5,1.3,2.2,1.8,2.1,2.5,1.4,2.6,1.5,3.2
CusID- 333,"24 Aug, 2022",10:36:09,Joseph,\Miller,f,ryanbyrd@example.org,91\222\131855,Antarctica (the territory South of 60 deg S),"Florida, 3659 Lara Ferry, ",no,"Pineapple,Blueberry,Strawberry,Cherry",1.6,1.4,1.5,1.8,2.6,1.9,1.7,1.4,1.9,2.3,8.2
334,"08 Nov, 2021",01:11:47,Patricia,Smith,F,rgreen@example.net,01-0992|19612,Czech Republic,"Louisiana, 816 May Pines Apt. 461, ",no,"Pineapple,Cherry,Peach",1.4,2.7,1.3,2.6,2.4,1.8,2.5,1.3,1.5,1.7,5.0
335,"10 Nov, 2024",16:18:36,Linda,Miller,M,lauren59@example.org,838\|81692922,Lithuania,"New Jersey, 11534 Ramirez Circle, 24033",N,Mango,1.6,1.3,2.6,2.3,2.3,2.6,1.6,1.5,2.7,2.4,1.6
336,"26 May, 2022",16:13:30,Donna,Walker,F,nicholsjennifer@example.org,734\700202\09,Netherlands Antilles,"New Mexico, , 26406",N,"Blueberry,Banana",2.6,1.7,2.6,1.9,1.7,2.3,2.5,1.3,2.5,1.6,3.0
CusID- 337,"15 Dec, 2024",07:55:35,Donna,Thompson,f,uvalenzuela@example.org,437\52752|829,South Georgia and the South Sandwich Islands,"Massachusetts, 08190 Perez Spurs, ",n,"Pineapple,Grapes",1.5,2.5,1.3,1.5,1.8,2.0,2.0,2.3,2.6,1.3,3.5
CusID- 338,"27 Dec, 2021",23:46:29,Dorothy,|White,m,donald49@example.org,71|9880335|12,Luxembourg,"Nevada, 58965 Matthew Drives Suite 985, 88612",n,"Orange,Peach,Grapes",1.4,2.5,2.7,2.7,1.9,1.9,1.9,2.5,2.7,2.4,8.100000000000001
339,"29 Jun, 2024",04:14:50,Michelle,|Martinez,Male,robertcarey@example.net,021020|118|64,Dominican Republic,"Mississippi, 5803 Jessica Stream Apt. 164, 93629",N,"Apple,Pineapple,Orange,Strawberry,Grapes",2.5,1.5,1.6,2.6,1.7,2.2,2.6,2.3,1.3,2.3,10.6
339,"29 Jun, 2024",04:14:50,Michelle,|Martinez,Male,robertcarey@example.net,021020|118|64,Dominican Republic,"Mississippi, 5803 Jessica Stream Apt. 164, 93629",N,"Apple,Pineapple,Orange,Strawberry,Grapes",2.5,1.5,1.6,2.6,1.7,2.2,2.6,2.3,1.3,2.3,10.6
CusID- 340,"30 Jul, 2021",10:00:41,Emily,Green,F,rhodestodd@example.net,49-744\385192,Zambia,"Rhode Island, , 47048",y,"Cherry,Blueberry,Mango,Strawberry,Apple",2.2,2.3,1.4,2.0,1.5,2.4,2.4,1.8,1.7,2.4,10.3
CusID- 341,"18 Jun, 2024",16:22:53,Deborah,_Perez,Male,mclaughlinsamantha@example.org,3|-6882921305,Trinidad and Tobago,"Texas, 231 Pennington Land Apt. 248, 42835",n,"Pineapple,Strawberry,Peach,Orange,Banana",1.2,2.4,2.2,1.9,2.6,2.2,2.3,1.2,2.6,2.6,12.000000000000002
CusID- 341,"18 Jun, 2024",16:22:53,Deborah,_Perez,Male,mclaughlinsamantha@example.org,3|-6882921305,Trinidad and Tobago,"Texas, 231 Pennington Land Apt. 248, 42835",n,"Pineapple,Strawberry,Peach,Orange,Banana",1.2,2.4,2.2,1.9,2.6,2.2,2.3,1.2,2.6,2.6,12.000000000000002
CusID- 342,"11 Nov, 2023",22:19:04,Donna,Hernandez,Male,craigshort@example.net,418|0413-8987,Tanzania,"Virginia, 64690 Timothy Field Suite 552, ",N,"Mango,Peach,Orange,Strawberry",2.5,1.7,2.1,1.8,1.5,1.2,2.6,2.2,2.6,1.2,8.8
343,"10 Oct, 2021",15:45:28,Donna,\White,m,cynthiajackson@example.net,3\1200167-064,China,"California, , 61657",N,"Strawberry,Orange,Grapes,Peach",2.4,2.5,2.2,1.3,1.3,1.8,1.8,1.7,2.5,2.3,7.3
344,"23 Sep, 2023",21:01:48,Patricia,Mitchell,f,brownbrett@example.com,1-29-36743922,Jordan,"Nevada, , 31729",n,"Banana,Cherry,Orange,Pineapple,Blueberry",2.1,2.2,1.6,1.4,2.0,2.6,1.6,1.4,1.8,1.8,9.6
345,"18 Oct, 2024",19:01:12,Matthew,Walker,M,rita69@example.net,2139|3|226321,Cyprus,"Pennsylvania, , 55329",y,"Banana,Apple,Cherry,Peach,Strawberry",1.9,2.0,1.4,2.4,2.6,2.3,1.9,1.5,1.5,1.3,9.3
346,"14 Sep, 2023",02:49:23,Kenneth,Martin,M,rachel98@example.net,6\46|11734039,Lithuania,"Wyoming, 82787 Olsen Run, ",N,"Pineapple,Blueberry,Mango,Banana,Orange",1.3,1.2,2.0,1.2,1.6,2.1,1.5,1.7,1.8,1.9,8.5
347,"02 Dec, 2021",15:42:29,Lisa,|Wright,f,froach@example.net,6\536-1512433,Slovenia,"North Carolina, , 63748",yes,"Grapes,Strawberry,Cherry,Pineapple,Apple",1.7,1.6,2.1,1.7,1.9,2.1,2.2,1.9,2.2,1.9,9.299999999999999
348,"14 Nov, 2022",02:17:52,Emily,\Phillips,f,mcannon@example.com,052327-25-257,Sierra Leone,"Missouri, 42346 Edward Highway Apt. 327, 65533",N,Grapes,1.9,2.3,2.4,2.0,2.2,1.4,1.9,1.6,1.6,1.8,2.0
CusID- 349,"31 Aug, 2023",01:46:42,Robert,_Mitchell,F,kirkbrian@example.net,77\32350|4010,Indonesia,"New York, , 08043",Y,"Pineapple,Strawberry,Orange",1.9,2.4,2.6,1.3,2.0,1.4,1.4,2.4,2.2,2.7,6.0
350,"15 Sep, 2024",01:27:09,Christopher,Carter,f,egarcia@example.com,79283349|-230,Antarctica (the territory South of 60 deg S),"Kansas, , 91387",yes,"Banana,Grapes,Strawberry,Pineapple",2.3,2.5,1.2,1.3,1.3,2.5,2.6,2.3,1.6,2.1,7.6
351,"01 Mar, 2022",16:07:28,James,|Martin,f,cbutler@example.net,9-2\509821936,Gabon,"Nevada, 35754 Justin Falls, ",N,"Strawberry,Mango,Orange,Pineapple,Cherry",2.3,2.6,1.8,1.7,1.3,2.2,1.8,1.2,2.5,1.7,8.8
352,"07 Jun, 2022",06:24:15,Sarah,Martinez,m,qchurch@example.net,6208|8974\697,Paraguay,"Arizona, 12756 Rios Gateway, 38095",n,"Pineapple,Orange,Banana,Grapes",2.5,1.3,2.0,2.1,2.4,2.1,2.0,2.3,2.7,2.4,7.5
CusID- 353,"22 Apr, 2024",07:56:56,Mark,Baker,Female,fmejia@example.org,54822023-1\43,Trinidad and Tobago,"Nebraska, 9458 Jessica Mountain, 01454",n,"Cherry,Banana",1.7,2.5,1.9,1.3,2.6,1.4,1.3,2.2,1.7,1.3,3.8
